product,signal,family,strategy,roll_years,start,end,total_return,end_value,cagr,ann_vol,sharpe,max_drawdown,calmar,exposure,trades
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2012-08-01,2015-08-01,0.09934836834945471,10993.483683494547,0.03216267357496627,0.2270572008925578,0.25400884210759406,-0.3639715833284154,0.08836589186674376,0.3183023872679045,6.0
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2012-11-01,2015-11-01,0.09934836834945471,10993.483683494547,0.032119397085151435,0.22690682053530556,0.25384052555231845,-0.3639715833284154,0.08824699112889196,0.31788079470198677,6.0
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2013-02-01,2016-02-01,0.024802549978706123,10248.025499787062,0.00821099688240512,0.2239724388281433,0.14959120126928352,-0.36397158332841595,0.022559444908632435,0.2900662251655629,6.0
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2013-05-01,2016-05-01,-0.04860549083742127,9513.945091625787,-0.016471656060918938,0.20858452266157226,0.025929841442885123,-0.3639715833284156,-0.04525533534868402,0.2447089947089947,5.0
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2013-08-01,2016-08-01,-0.0017112564613259718,9982.88743538674,-0.0005707445077619555,0.2124294293678279,0.10461524604622154,-0.3413242027129002,-0.0016721477798104718,0.2208994708994709,4.5
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2013-11-01,2016-11-01,0.13522761715412823,11352.276171541282,0.04318415669575204,0.2291787490603353,0.3001146537460303,-0.2868937251192033,0.15052318302817247,0.2552910052910053,4.5
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2014-02-01,2017-02-01,0.2101499094303465,12101.499094303465,0.06564624151254583,0.24461624711138827,0.38325837821813885,-0.2868937251192033,0.2288172788905371,0.3134920634920635,5.5
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2014-05-01,2017-05-01,0.2613589645574306,12613.589645574306,0.08047046391281132,0.2460523727387043,0.43862393612146966,-0.2868937251192033,0.28048875547687957,0.32671957671957674,6.5
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2014-08-01,2017-08-01,0.44050668306152474,14405.066830615247,0.12937566551929747,0.26725238240573534,0.5908386418869036,-0.2868937251192033,0.45095327709081945,0.37037037037037035,7.0
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2014-11-01,2017-11-01,0.5284536202293366,15284.536202293366,0.15190701114264815,0.24102520876587427,0.7090171682302624,-0.15510031531560742,0.9794113624691133,0.328042328042328,7.0
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2015-02-01,2018-02-01,0.7199282367275102,17199.2823672751,0.19784255745496604,0.22656159771440113,0.9121050813651329,-0.15031522327152402,1.3161844366062,0.2800528401585205,6.0
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2015-05-01,2018-05-01,0.5803811866544282,15803.811866544282,0.16480694220397907,0.19398876501628348,0.8847831138509615,-0.1383884330513514,1.1909011365337494,0.2222222222222222,5.0
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2015-08-01,2018-08-01,0.5552203240347038,15552.203240347038,0.15859230848001715,0.19050679308974575,0.8693585340653031,-0.1383884330513515,1.145993960500793,0.21164021164021163,4.0
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2015-11-01,2018-11-01,0.33591121637822474,13359.112163782247,0.10121084852645579,0.21383359118384435,0.5591831714093739,-0.2436201137739037,0.41544537090392486,0.26420079260237783,5.0
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2016-02-01,2019-02-01,0.33591121637822474,13359.112163782247,0.10121084852645579,0.21383359118384435,0.5591831714093739,-0.2436201137739037,0.41544537090392486,0.26420079260237783,5.0
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2016-05-01,2019-05-01,0.6093691532840604,16093.691532840603,0.17213183911316765,0.23667536170106487,0.7909172473819776,-0.2436201137739037,0.7065584054070261,0.3125827814569536,5.5
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2016-08-01,2019-08-01,0.2598954668164408,12598.954668164408,0.08005242852947658,0.2207567925417604,0.46089917339803294,-0.2436201137739038,0.3285953170671726,0.2804232804232804,6.0
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2016-11-01,2019-11-01,0.40863585282568393,14086.35852825684,0.12098442700556467,0.2200672716983955,0.63056656775755,-0.24362011377390336,0.49661099459893837,0.2566137566137566,5.5
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2017-02-01,2020-02-01,0.6016941257655077,16016.941257655077,0.17026311355743884,0.22847278286785083,0.8043398178031896,-0.24362011377390358,0.6988877515895705,0.27019867549668874,6.0
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2017-05-01,2020-05-01,0.5421284224351834,15421.284224351835,0.155111775532647,0.22664496499338863,0.751447519127088,-0.24362011377390314,0.6366952758120858,0.2562747688243065,5.0
USD,SMH,PULLBACK_RECLAIM,RSI5_R10_H40,3,2017-08-01,2020-08-01,0.3465034275018968,13465.034275018968,0.10425444066656198,0.2013873786788603,0.5939205466769877,-0.21493219851022238,0.4850573408227783,0.21164021164021163,4.0
